date,total_articles,war_articles,war_pct,conflict,kw_ukraine,kw_russia,kw_war,kw_conflict,kw_bomb,kw_attack,kw_kyiv,kw_moscow,kw_invasion,kw_nato,war_pct_7d,war_articles_7d,kw_gaza,kw_israel,kw_hamas,kw_palestin,kw_rafah,kw_west bank,kw_iran,kw_strike,kw_tehran,kw_missile,kw_nuclear
2026-03-02,1637264,1399403,85.472,US_Israel_Iran,,,260556,63661,,122657,,,,2589.0,83.1645,1307416.7,,191219.0,,,,,528678.0,147371.0,42179.0,22039.0,18454.0
2026-03-03,1735356,1200254,69.1647,US_Israel_Iran,,,308322,79787,,87053,,,,8774.0,85.6606,1342111.9,,125739.0,,,,,429913.0,96558.0,21435.0,16631.0,26042.0
2026-03-04,1623919,967840,59.599,US_Israel_Iran,,,236464,43048,,57439,,,,11941.0,79.6972,1204979.7,,114565.0,,,,,363843.0,83492.0,29463.0,13505.0,14080.0
2026-03-05,1738067,1108186,63.7597,US_Israel_Iran,,,288436,40200,,120826,,,,17684.0,69.9703,1015483.4,,114245.0,,,,,396731.0,78908.0,10671.0,28831.0,11654.0
2026-03-06,1485050,769012,51.7836,US_Israel_Iran,,,192605,16968,,52725,,,,7331.0,64.9423,906910.1,,98474.0,,,,,282691.0,82558.0,16196.0,15262.0,4202.0
2026-03-07,1146297,985158,85.9426,US_Israel_Iran,,,248152,16564,,85973,,,,3462.0,60.6501,809560.7,,121792.0,,,,,360034.0,94962.0,29229.0,23485.0,1505.0
2026-03-08,916058,678531,74.0707,US_Israel_Iran,,,175149,13974,,50360,,,,927.0,57.1539,742369.9,,96501.0,,,,,246935.0,46609.0,28723.0,17317.0,2036.0
2026-03-09,1271760,639390,50.276,US_Israel_Iran,,,175079,30017,,44050,,,,6796.0,53.9189,668711.1,,62406.0,,,,,262349.0,27914.0,8301.0,18073.0,4405.0
2026-03-10,1326230,518808,39.119,US_Israel_Iran,,,168659,26151,,23058,,,,5687.0,52.2708,643718.9,,40409.0,,,,,197340.0,28941.0,2727.0,18281.0,7555.0
2026-03-11,1416355,497504,35.1257,US_Israel_Iran,,,157264,17104,,30743,,,,5056.0,47.204,571879.4,,36851.0,,,,,200298.0,28535.0,3484.0,14526.0,3643.0
2026-03-12,1441264,592575,41.115,US_Israel_Iran,,,153629,18683,,101729,,,,9721.0,43.8173,529403.1,,57191.0,,,,,206750.0,28761.0,5293.0,6550.0,4268.0
2026-03-13,1476074,594066,40.2464,US_Israel_Iran,,,132161,11290,,84105,,,,9032.0,41.8343,507977.1,,79702.0,,,,,200639.0,40143.0,20048.0,11672.0,5274.0
2026-03-14,955480,482282,50.4754,US_Israel_Iran,,,131421,9982,,48092,,,,2179.0,43.6013,551125.1,,39032.0,,,,,172323.0,48025.0,5649.0,24916.0,663.0
2026-03-15,756895,381197,50.3633,US_Israel_Iran,,,115911,5718,,36025,,,,1474.0,45.0408,574958.6,,40221.0,,,,,124274.0,21577.0,12420.0,14004.0,9573.0
2026-03-16,1344701,489408,36.3953,US_Israel_Iran,,,157584,10881,,35649,,,,29265.0,46.7538,598456.3,,50455.0,,,,,167442.0,23168.0,4743.0,6058.0,4163.0
2026-03-17,1594239,820844,51.4881,US_Israel_Iran,,,183322,9670,,51432,,,,24585.0,46.82,586511.3,,141976.0,,,,,241597.0,126813.0,33874.0,4257.0,3318.0
2026-03-18,1469699,664338,45.2023,US_Israel_Iran,,,153101,12707,,69119,,,,12440.0,48.1339,593237.1,,106267.0,,,,,226950.0,51003.0,3195.0,15086.0,14470.0
2026-03-19,1425560,757059,53.1061,US_Israel_Iran,,,172845,14806,,109451,,,,10447.0,50.7269,606933.4,,92193.0,,,,,269066.0,57907.0,14594.0,11216.0,4534.0
2026-03-20,1253878,510451,40.7098,US_Israel_Iran,,,141573,11257,,40582,,,,18373.0,50.8065,596428.0,,60848.0,,,,,169150.0,33975.0,18649.0,13813.0,2231.0
2026-03-21,887117,529363,59.6723,US_Israel_Iran,,,130465,10379,,29198,,,,2720.0,50.9242,584881.9,,39124.0,,,,,209232.0,45153.0,8049.0,21925.0,33118.0
2026-03-22,696311,477071,68.5141,US_Israel_Iran,,,83238,8540,,25552,,,,2050.0,49.4912,560696.3,,69805.0,,,,,170074.0,52501.0,6149.0,28157.0,31005.0
2026-03-23,1125399,415870,36.9531,US_Israel_Iran,,,104959,8605,,31579,,,,4998.0,48.7956,554656.7,,40918.0,,,,,177583.0,29960.0,4856.0,8774.0,3638.0
2026-03-24,1414638,740021,52.3117,US_Israel_Iran,,,184141,16639,,27793,,,,14223.0,48.302,552897.3,,118756.0,,,,,267761.0,45717.0,25732.0,31798.0,7461.0
2026-03-25,1407508,495039,35.1713,US_Israel_Iran,,,146075,7069,,27390,,,,6469.0,47.6886,545714.1,,40009.0,,,,,209072.0,34972.0,7180.0,6924.0,9879.0
2026-03-26,1481825,714782,48.2366,US_Israel_Iran,,,167192,17277,,46438,,,,10210.0,49.8161,580653.4,,74171.0,,,,,285220.0,28823.0,48407.0,19285.0,17759.0
2026-03-27,1337107,498135,37.2547,US_Israel_Iran,,,169952,15196,,24284,,,,5458.0,50.5104,596385.6,,45578.0,,,,,189024.0,30165.0,7996.0,6451.0,4031.0
2026-03-28,865095,479081,55.379,US_Israel_Iran,,,107619,22895,,45465,,,,4228.0,47.6983,554749.6,,80296.0,,,,,130364.0,28691.0,5996.0,43666.0,9861.0
2026-03-29,865221,721646,83.406,US_Israel_Iran,,,255276,12815,,55491,,,,2355.0,47.7801,560463.0,,104139.0,,,,,216733.0,32700.0,1417.0,38370.0,2350.0
2026-03-30,1257946,525995,41.8138,US_Israel_Iran,,,160861,7358,,19764,,,,7589.0,45.8489,521844.1,,55204.0,,,,,231969.0,29556.0,7954.0,3159.0,2581.0
2026-03-31,1374867,448569,32.6264,US_Israel_Iran,,,117971,13299,,43393,,,,6388.0,47.1041,527406.4,,50944.0,,,,,167190.0,22333.0,11200.0,5646.0,10205.0
2026-04-01,1496825,535033,35.7445,US_Israel_Iran,,,181974,11844,,45952,,,,26342.0,46.0349,509632.6,,52645.0,,,,,184032.0,21694.0,3176.0,4640.0,2734.0
2026-04-02,1280170,444450,34.718,US_Israel_Iran,,,149197,14534,,21181,,,,16097.0,40.7173,446751.3,,38525.0,,,,,167651.0,16330.0,5557.0,12350.0,3028.0
2026-04-03,1166509,537071,46.0409,US_Israel_Iran,,,134089,8354,,42694,,,,9595.0,41.4372,442941.3,,68782.0,,,,,200238.0,24061.0,29629.0,15827.0,3802.0
2026-04-04,740510,354664,47.8946,US_Israel_Iran,,,89966,6999,,28293,,,,5603.0,42.8277,462350.7,,21134.0,,,,,172744.0,17750.0,3944.0,4673.0,3558.0
2026-04-05,609480,281477,46.1831,US_Israel_Iran,,,61472,3227,,11409,,,,3574.0,46.951,551089.1,,28163.0,,,,,153154.0,14080.0,2259.0,2304.0,1835.0
2026-04-06,1065733,499325,46.8527,US_Israel_Iran,,,99947,6806,,36433,,,,5196.0,49.209,600581.9,,56096.0,,,,,229330.0,47573.0,12474.0,3314.0,2156.0
2026-04-07,1379674,584435,42.3604,US_Israel_Iran,,,152343,3699,,57556,,,,7597.0,48.5433,608274.4,,52478.0,,,,,268440.0,29159.0,4800.0,2402.0,5961.0
2026-04-08,1789577,1156202,64.6076,US_Israel_Iran,,,154044,20627,,75791,,,,25751.0,47.9263,616655.3,,184553.0,,,,,595742.0,58800.0,29120.0,9165.0,2609.0
2026-04-09,1565409,790899,50.5235,US_Israel_Iran,,,162302,7558,,57269,,,,59806.0,48.2028,636491.0,,137767.0,,,,,275364.0,73626.0,4399.0,7179.0,5629.0
2026-04-10,1427996,590919,41.381,US_Israel_Iran,,,154496,10139,,29487,,,,16237.0,45.4041,614183.0,,91325.0,,,,,242243.0,27166.0,10083.0,2733.0,7010.0
2026-04-11,948530,413330,43.5758,US_Israel_Iran,,,78731,9882,,15660,,,,6234.0,43.9456,597515.0,,51244.0,,,,,221823.0,24781.0,2458.0,1337.0,1180.0
2026-04-12,873521,420327,48.1187,US_Israel_Iran,,,68463,1738,,14215,,,,2814.0,38.8464,494985.1,,35485.0,,,,,270012.0,10105.0,3445.0,1272.0,12778.0
2026-04-13,1258784,343169,27.2619,US_Israel_Iran,,,100947,3674,,23256,,,,5581.0,37.1842,469042.9,,35686.0,,,,,153008.0,14268.0,1029.0,400.0,5320.0
2026-04-14,1454897,467759,32.1507,US_Israel_Iran,,,117521,4796,,31269,,,,10335.0,35.2227,439617.7,,110772.0,,,,,171483.0,8311.0,3787.0,1063.0,8422.0
2026-04-15,1516597,438493,28.913,US_Israel_Iran,,,127057,12132,,29166,,,,10363.0,33.5217,418624.6,,58615.0,,,,,180551.0,9883.0,3899.0,1695.0,5132.0
2026-04-16,1566809,609303,38.8881,US_Israel_Iran,,,148403,12866,,34639,,,,6354.0,32.57,402304.7,,130231.0,,,,,214984.0,11548.0,37732.0,9368.0,3178.0
2026-04-17,1392178,384943,27.6504,US_Israel_Iran,,,109835,6289,,32961,,,,12727.0,33.1671,408039.0,,100130.0,,,,,107446.0,3739.0,519.0,5520.0,5777.0
2026-04-18,841134,266378,31.6689,US_Israel_Iran,,,62412,6420,,33077,,,,6138.0,33.0872,403804.9,,17790.0,,,,,125333.0,4744.0,8131.0,761.0,1572.0
2026-04-19,738322,306088,41.4573,US_Israel_Iran,,,76681,2408,,23787,,,,2619.0,32.7542,392099.7,,24335.0,,,,,149383.0,5334.0,8199.0,11609.0,1733.0
2026-04-20,1219130,383309,31.4412,US_Israel_Iran,,,86620,6692,,20946,,,,4250.0,30.8728,357257.4,,32463.0,,,,,201516.0,7468.0,16951.0,3983.0,2420.0
2026-04-21,1386836,438120,31.5913,US_Israel_Iran,,,110995,4237,,16901,,,,11539.0,31.4099,352643.2,,39783.0,,,,,229863.0,6243.0,10583.0,2268.0,5708.0
2026-04-22,1341349,356557,26.582,US_Israel_Iran,,,76292,8264,,36754,,,,5586.0,31.3581,369896.2,,35749.0,,,,,158770.0,9398.0,18819.0,2639.0,4286.0
2026-04-23,1420794,365407,25.7185,US_Israel_Iran,,,105301,4277,,28502,,,,5790.0,28.8332,385848.2,,61272.0,,,,,124426.0,17738.0,6313.0,690.0,11098.0
